"Test","Batch","Maquina","Usuario","Total Pasos","Pasos Lentos","Tiempo Promedio Paso (min)","Estado","Error Type","Error Message","Origen Error"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX27M","jonathan.valencia.f","42","20","0,337","PASSED","","",""
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX27M","jonathan.valencia.f","38","17","0,506","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","PORTFLEX27M","jonathan.valencia.f","42","20","0,529","PASSED","","",""
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","PORTFLEX27M","jonathan.valencia.f","42","19","0,296","PASSED","","",""
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","PORTFLEX27M","jonathan.valencia.f","42","19","0,307","PASSED","","",""
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","PORTFLEX27M","jonathan.valencia.f","42","19","0,296","PASSED","","",""
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","PORTFLEX27M","jonathan.valencia.f","42","20","0,327","PASSED","","",""
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","PORTFLEX27M","jonathan.valencia.f","42","17","0,309","PASSED","","",""
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","PORTFLEX27M","jonathan.valencia.f","42","16","0,297","PASSED","","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","PORTFLEX27M","jonathan.valencia.f","42","19","0,298","PASSED","","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","PORTFLEX27M","jonathan.valencia.f","38","18","0,513","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","PORTFLEX27M","jonathan.valencia.f","42","19","0,308","PASSED","","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","PORTFLEX27M","jonathan.valencia.f","42","19","0,312","PASSED","","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","PORTFLEX27M","jonathan.valencia.f","42","20","0,331","PASSED","","",""
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","PORTFLEX27M","jonathan.valencia.f","42","18","0,287","PASSED","","",""
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","PORTFLEX27M","jonathan.valencia.f","42","19","0,293","PASSED","","",""
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","PORTFLEX27M","jonathan.valencia.f","42","19","0,309","PASSED","","",""
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","PORTFLEX27M","jonathan.valencia.f","42","19","0,311","PASSED","","",""
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","PORTFLEX27M","jonathan.valencia.f","42","20","0,307","PASSED","","",""
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","PORTFLEX27M","jonathan.valencia.f","42","20","0,323","PASSED","","",""
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","PORTFLEX27M","jonathan.valencia.f","42","19","0,297","PASSED","","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","PORTFLEX27M","jonathan.valencia.f","42","19","0,308","PASSED","","",""
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","PORTFLEX27M","jonathan.valencia.f","42","18","0,285","PASSED","","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","PORTFLEX27M","jonathan.valencia.f","42","20","0,285","PASSED","","",""
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","PORTFLEX27M","jonathan.valencia.f","42","19","0,299","PASSED","","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","PORTFLEX27M","jonathan.valencia.f","42","19","0,312","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","PORTFLEX27M","jonathan.valencia.f","38","19","0,525","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","PORTFLEX27M","jonathan.valencia.f","42","19","0,295","PASSED","","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","PORTFLEX27M","jonathan.valencia.f","42","20","0,325","PASSED","","",""
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","PORTFLEX27M","jonathan.valencia.f","42","19","0,3","PASSED","","",""
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","PORTFLEX27M","jonathan.valencia.f","42","16","0,296","PASSED","","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","PORTFLEX27M","jonathan.valencia.f","42","19","0,305","PASSED","","",""
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","PORTFLEX27M","jonathan.valencia.f","42","21","0,511","PASSED","","",""
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","PORTFLEX27M","jonathan.valencia.f","42","24","0,527","PASSED","","",""
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","PORTFLEX27M","jonathan.valencia.f","42","19","0,279","PASSED","","",""
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","PORTFLEX27M","jonathan.valencia.f","42","15","0,232","PASSED","","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","PORTFLEX27M","jonathan.valencia.f","42","20","0,318","PASSED","","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","COMEKSF032","joel.rodriguez","42","22","0,427","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","COMEKSF032","joel.rodriguez","42","19","0,372","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","COMEKSF032","joel.rodriguez","22","12","0,522","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","COMEKSF032","joel.rodriguez","42","20","0,384","PASSED","","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","COMEKSF032","joel.rodriguez","42","19","0,326","PASSED","","",""
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","COMEKSF032","joel.rodriguez","42","20","0,356","PASSED","","",""
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","COMEKSF032","joel.rodriguez","33","15","0,54","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda$1767/0x000000010157a040@4e786948 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.24'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","COMEKSF032","joel.rodriguez","42","19","0,34","PASSED","","",""
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEKSF032","joel.rodriguez","38","16","0,276","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEKSF032","joel.rodriguez","42","16","0,261","PASSED","","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEKSF032","joel.rodriguez","42","19","0,399","PASSED","","",""
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEKSF032","joel.rodriguez","42","16","0,285","PASSED","","",""
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","COMEKSF032","joel.rodriguez","42","21","0,408","PASSED","","",""
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","COMEKSF032","joel.rodriguez","42","20","0,445","PASSED","","",""
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","COMEKSF032","joel.rodriguez","33","14","0,55","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda$1771/0x000000010157b040@44371c54 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.24'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","COMEKSF032","joel.rodriguez","33","16","0,577","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda$1771/0x000000010157b040@350d587 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.24'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","COMEKSF032","joel.rodriguez","42","20","0,437","PASSED","","",""
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","COMEKSF032","joel.rodriguez","42","19","0,414","PASSED","","",""
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEKSF032","joel.rodriguez","42","20","0,352","PASSED","","",""
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEKSF032","joel.rodriguez","42","19","0,385","PASSED","","",""
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEKSF032","joel.rodriguez","42","19","0,378","PASSED","","",""
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEKSF032","joel.rodriguez","42","20","0,339","PASSED","","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","COMEKSF032","joel.rodriguez","42","19","0,306","PASSED","","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","COMEKSF032","joel.rodriguez","33","15","0,545","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda$1771/0x000000010157b040@6aea833f (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.24'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","COMEKSF032","joel.rodriguez","42","21","0,423","PASSED","","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","COMEKSF032","joel.rodriguez","42","19","0,348","PASSED","","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","COMEKSF032","joel.rodriguez","42","19","0,399","PASSED","","",""
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","COMEKSF032","joel.rodriguez","42","19","0,284","PASSED","","",""
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","COMEKSF032","joel.rodriguez","42","21","0,421","PASSED","","",""
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","COMEKSF032","joel.rodriguez","42","20","0,306","PASSED","","",""
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","COMEKSF032","joel.rodriguez","42","20","0,365","PASSED","","",""
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","COMEKSF032","joel.rodriguez","42","21","0,432","PASSED","","",""
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","COMEKSF032","joel.rodriguez","42","19","0,415","PASSED","","",""
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","COMEKSF032","joel.rodriguez","42","19","0,358","PASSED","","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","COMEKSF032","joel.rodriguez","42","21","0,371","PASSED","","",""
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","COMEKSF032","joel.rodriguez","42","20","0,36","PASSED","","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","COMEKSF032","joel.rodriguez","42","20","0,409","PASSED","","",""
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","COMEKSF032","joel.rodriguez","42","19","0,355","PASSED","","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","COMEKSF032","joel.rodriguez","42","19","0,377","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","COMEKSF032","joel.rodriguez","33","15","0,546","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda$1771/0x000000010157b040@38abd486 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.24'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","COMEKSF032","joel.rodriguez","42","20","0,41","PASSED","","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","COMEKSF032","joel.rodriguez","16","5","0,123","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=41ef6f66-7d87-4b84-b02e-91eb2738d398","LoginWithCognito.java:104"
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","COMEKSF032","joel.rodriguez","42","20","0,377","PASSED","","",""
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","COMEKSF032","joel.rodriguez","42","19","0,352","PASSED","","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","COMEKSF032","joel.rodriguez","42","19","0,285","PASSED","","",""
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","COMEKSF032","joel.rodriguez","39","20","0,716","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","COMEKSF032","joel.rodriguez","33","15","0,561","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda$1767/0x000000010157a040@4b904d1a (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.24'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","COMEKSF032","joel.rodriguez","42","19","0,343","PASSED","","",""
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","COMEKSF032","joel.rodriguez","42","16","0,265","PASSED","","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","COMEKSF032","joel.rodriguez","42","19","0,311","PASSED","","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","PORTFLEX05M","yessica.pabon","42","20","0,361","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","PORTFLEX05M","yessica.pabon","42","21","0,502","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","PORTFLEX05M","yessica.pabon","38","17","0,542","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","PORTFLEX05M","yessica.pabon","42","22","0,422","PASSED","","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","PORTFLEX05M","yessica.pabon","42","21","0,431","PASSED","","",""
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","PORTFLEX05M","yessica.pabon","42","19","0,508","PASSED","","",""
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","PORTFLEX05M","yessica.pabon","42","21","0,509","PASSED","","",""
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","PORTFLEX05M","yessica.pabon","42","20","0,381","PASSED","","",""
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","PORTFLEX05M","yessica.pabon","42","19","0,331","PASSED","","",""
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","PORTFLEX05M","yessica.pabon","42","18","0,248","PASSED","","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","PORTFLEX05M","yessica.pabon","42","19","0,505","PASSED","","",""
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","PORTFLEX05M","yessica.pabon","42","20","0,352","PASSED","","",""
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","PORTFLEX05M","yessica.pabon","42","19","0,382","PASSED","","",""
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","42","18","0,336","PASSED","","",""
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","38","17","0,522","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","PORTFLEX05M","yessica.pabon","38","18","0,51","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","PORTFLEX05M","yessica.pabon","42","20","0,355","PASSED","","",""
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","PORTFLEX05M","yessica.pabon","42","20","0,364","PASSED","","",""
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","PORTFLEX05M","yessica.pabon","42","19","0,333","PASSED","","",""
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","PORTFLEX05M","yessica.pabon","42","21","0,37","PASSED","","",""
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","PORTFLEX05M","yessica.pabon","42","20","0,368","PASSED","","",""
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","PORTFLEX05M","yessica.pabon","42","20","0,372","PASSED","","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","PORTFLEX05M","yessica.pabon","42","20","0,336","PASSED","","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","PORTFLEX05M","yessica.pabon","42","19","0,446","PASSED","","",""
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","PORTFLEX05M","yessica.pabon","42","19","0,377","PASSED","","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","PORTFLEX05M","yessica.pabon","42","19","0,527","PASSED","","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","PORTFLEX05M","yessica.pabon","38","17","0,426","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","PORTFLEX05M","yessica.pabon","42","19","0,329","PASSED","","",""
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","PORTFLEX05M","yessica.pabon","42","22","0,38","PASSED","","",""
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","PORTFLEX05M","yessica.pabon","42","19","0,345","PASSED","","",""
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","PORTFLEX05M","yessica.pabon","42","20","0,343","PASSED","","",""
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","PORTFLEX05M","yessica.pabon","42","19","0,366","PASSED","","",""
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","PORTFLEX05M","yessica.pabon","22","10","0,162","PASSED","Otros","[java.lang.RuntimeException] Todos los intentos fallaron al hacer clic en 'Habilitar Formulario'","ClickCasoExpress.java:235"
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","PORTFLEX05M","yessica.pabon","42","19","0,384","PASSED","","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","PORTFLEX05M","yessica.pabon","42","19","0,356","PASSED","","",""
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","PORTFLEX05M","yessica.pabon","42","20","0,359","PASSED","","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","PORTFLEX05M","yessica.pabon","42","21","0,511","PASSED","","",""
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","PORTFLEX05M","yessica.pabon","42","19","0,424","PASSED","","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","PORTFLEX05M","yessica.pabon","42","19","0,405","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","PORTFLEX05M","yessica.pabon","42","20","0,483","PASSED","","",""
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","PORTFLEX05M","yessica.pabon","42","19","0,359","PASSED","","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","PORTFLEX05M","yessica.pabon","42","20","0,374","PASSED","","",""
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","PORTFLEX05M","yessica.pabon","42","21","0,525","PASSED","","",""
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","PORTFLEX05M","yessica.pabon","42","20","0,354","PASSED","","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","PORTFLEX05M","yessica.pabon","42","20","0,342","PASSED","","",""
